accuracy,condition,seed,stage,task
71.875,macro_token,1995,31,5
76.66666666666667,macro_token,1995,31,6
77.3913043478261,macro_token,1995,31,7
78.19548872180451,macro_token,1995,31,8
72.38805970149254,macro_token,1995,31,9
75.3623188405797,macro_token,1995,31,10
70.0,macro_token,1995,31,11
77.58620689655173,macro_token,1995,31,12
83.46456692913385,macro_token,1995,31,13
76.51515151515152,macro_token,1995,31,14
67.24137931034483,macro_token,1995,31,15
69.92481203007519,macro_token,1995,31,16
79.36507936507937,macro_token,1995,31,17
83.9622641509434,macro_token,1995,31,18
75.22935779816514,macro_token,1995,31,19
67.32673267326733,macro_token,1995,31,20
79.86111111111111,macro_token,1995,31,21
71.66666666666667,macro_token,1995,31,22
72.64957264957265,macro_token,1995,31,23
72.09302325581395,macro_token,1995,31,24
73.84615384615384,macro_token,1995,31,25
76.42276422764228,macro_token,1995,31,26
69.91150442477876,macro_token,1995,31,27
79.41176470588235,macro_token,1995,31,28
62.280701754385966,macro_token,1995,31,29
78.50467289719626,macro_token,1995,31,30
73.6842105263158,macro_token,1995,31,31
81.35593220338983,v6_final_cls_behavior_mlp,1993,31,1
78.46153846153847,v6_final_cls_behavior_mlp,1993,31,2
73.28767123287672,v6_final_cls_behavior_mlp,1993,31,3
81.81818181818181,v6_final_cls_behavior_mlp,1993,31,4
77.34375,v6_final_cls_behavior_mlp,1993,31,5
74.16666666666667,v6_final_cls_behavior_mlp,1993,31,6
76.52173913043478,v6_final_cls_behavior_mlp,1993,31,7
81.203007518797,v6_final_cls_behavior_mlp,1993,31,8
74.6268656716418,v6_final_cls_behavior_mlp,1993,31,9
73.91304347826087,v6_final_cls_behavior_mlp,1993,31,10
70.0,v6_final_cls_behavior_mlp,1993,31,11
72.41379310344827,v6_final_cls_behavior_mlp,1993,31,12
80.31496062992126,v6_final_cls_behavior_mlp,1993,31,13
75.75757575757575,v6_final_cls_behavior_mlp,1993,31,14
67.24137931034483,v6_final_cls_behavior_mlp,1993,31,15
68.42105263157895,v6_final_cls_behavior_mlp,1993,31,16
76.98412698412699,v6_final_cls_behavior_mlp,1993,31,17
71.69811320754717,v6_final_cls_behavior_mlp,1993,31,18
67.88990825688073,v6_final_cls_behavior_mlp,1993,31,19
63.366336633663366,v6_final_cls_behavior_mlp,1993,31,20
82.63888888888889,v6_final_cls_behavior_mlp,1993,31,21
70.83333333333333,v6_final_cls_behavior_mlp,1993,31,22
70.08547008547009,v6_final_cls_behavior_mlp,1993,31,23
72.09302325581395,v6_final_cls_behavior_mlp,1993,31,24
63.07692307692308,v6_final_cls_behavior_mlp,1993,31,25
65.85365853658537,v6_final_cls_behavior_mlp,1993,31,26
65.48672566371681,v6_final_cls_behavior_mlp,1993,31,27
72.54901960784314,v6_final_cls_behavior_mlp,1993,31,28
58.771929824561404,v6_final_cls_behavior_mlp,1993,31,29
70.5607476635514,v6_final_cls_behavior_mlp,1993,31,30
66.66666666666667,v6_final_cls_behavior_mlp,1993,31,31
81.35593220338983,v6_final_cls_behavior_mlp,1994,31,1
76.92307692307692,v6_final_cls_behavior_mlp,1994,31,2
73.97260273972603,v6_final_cls_behavior_mlp,1994,31,3
79.54545454545455,v6_final_cls_behavior_mlp,1994,31,4
72.65625,v6_final_cls_behavior_mlp,1994,31,5
74.16666666666667,v6_final_cls_behavior_mlp,1994,31,6
74.78260869565217,v6_final_cls_behavior_mlp,1994,31,7
80.45112781954887,v6_final_cls_behavior_mlp,1994,31,8
74.6268656716418,v6_final_cls_behavior_mlp,1994,31,9
74.6376811594203,v6_final_cls_behavior_mlp,1994,31,10
73.0,v6_final_cls_behavior_mlp,1994,31,11
70.6896551724138,v6_final_cls_behavior_mlp,1994,31,12
77.95275590551181,v6_final_cls_behavior_mlp,1994,31,13
73.48484848484848,v6_final_cls_behavior_mlp,1994,31,14
68.96551724137932,v6_final_cls_behavior_mlp,1994,31,15
67.66917293233082,v6_final_cls_behavior_mlp,1994,31,16
74.60317460317461,v6_final_cls_behavior_mlp,1994,31,17
76.41509433962264,v6_final_cls_behavior_mlp,1994,31,18
66.05504587155963,v6_final_cls_behavior_mlp,1994,31,19
65.34653465346534,v6_final_cls_behavior_mlp,1994,31,20
81.94444444444444,v6_final_cls_behavior_mlp,1994,31,21
68.33333333333333,v6_final_cls_behavior_mlp,1994,31,22
67.52136752136752,v6_final_cls_behavior_mlp,1994,31,23
67.44186046511628,v6_final_cls_behavior_mlp,1994,31,24
64.61538461538461,v6_final_cls_behavior_mlp,1994,31,25
68.29268292682927,v6_final_cls_behavior_mlp,1994,31,26
69.02654867256638,v6_final_cls_behavior_mlp,1994,31,27
77.45098039215686,v6_final_cls_behavior_mlp,1994,31,28
64.03508771929825,v6_final_cls_behavior_mlp,1994,31,29
71.49532710280374,v6_final_cls_behavior_mlp,1994,31,30
76.3157894736842,v6_final_cls_behavior_mlp,1994,31,31
78.8135593220339,v6_final_cls_behavior_mlp,1995,31,1
78.46153846153847,v6_final_cls_behavior_mlp,1995,31,2
75.34246575342466,v6_final_cls_behavior_mlp,1995,31,3
80.68181818181819,v6_final_cls_behavior_mlp,1995,31,4
77.34375,v6_final_cls_behavior_mlp,1995,31,5
77.5,v6_final_cls_behavior_mlp,1995,31,6
75.65217391304348,v6_final_cls_behavior_mlp,1995,31,7
83.45864661654136,v6_final_cls_behavior_mlp,1995,31,8
75.3731343283582,v6_final_cls_behavior_mlp,1995,31,9
78.26086956521739,v6_final_cls_behavior_mlp,1995,31,10
74.0,v6_final_cls_behavior_mlp,1995,31,11
73.27586206896552,v6_final_cls_behavior_mlp,1995,31,12
79.5275590551181,v6_final_cls_behavior_mlp,1995,31,13
72.72727272727273,v6_final_cls_behavior_mlp,1995,31,14
64.65517241379311,v6_final_cls_behavior_mlp,1995,31,15
68.42105263157895,v6_final_cls_behavior_mlp,1995,31,16
76.98412698412699,v6_final_cls_behavior_mlp,1995,31,17
74.52830188679245,v6_final_cls_behavior_mlp,1995,31,18
69.72477064220183,v6_final_cls_behavior_mlp,1995,31,19
64.35643564356435,v6_final_cls_behavior_mlp,1995,31,20
81.94444444444444,v6_final_cls_behavior_mlp,1995,31,21
66.66666666666667,v6_final_cls_behavior_mlp,1995,31,22
64.95726495726495,v6_final_cls_behavior_mlp,1995,31,23
67.44186046511628,v6_final_cls_behavior_mlp,1995,31,24
60.0,v6_final_cls_behavior_mlp,1995,31,25
66.66666666666667,v6_final_cls_behavior_mlp,1995,31,26
63.716814159292035,v6_final_cls_behavior_mlp,1995,31,27
77.45098039215686,v6_final_cls_behavior_mlp,1995,31,28
59.64912280701754,v6_final_cls_behavior_mlp,1995,31,29
70.09345794392523,v6_final_cls_behavior_mlp,1995,31,30
68.42105263157895,v6_final_cls_behavior_mlp,1995,31,31
83.05084745762711,macro_token,1993,50,1
82.3076923076923,macro_token,1993,50,2
78.08219178082192,macro_token,1993,50,3
88.06818181818181,macro_token,1993,50,4
82.8125,macro_token,1993,50,5
78.33333333333333,macro_token,1993,50,6
76.52173913043478,macro_token,1993,50,7
81.95488721804512,macro_token,1993,50,8
76.86567164179104,macro_token,1993,50,9
78.98550724637681,macro_token,1993,50,10
75.0,macro_token,1993,50,11
73.27586206896552,macro_token,1993,50,12
86.61417322834646,macro_token,1993,50,13
84.0909090909091,macro_token,1993,50,14
75.86206896551724,macro_token,1993,50,15
72.18045112781955,macro_token,1993,50,16
83.33333333333333,macro_token,1993,50,17
87.73584905660377,macro_token,1993,50,18
79.81651376146789,macro_token,1993,50,19
76.23762376237623,macro_token,1993,50,20
82.63888888888889,macro_token,1993,50,21
80.0,macro_token,1993,50,22
76.06837606837607,macro_token,1993,50,23
55.81395348837209,macro_token,1993,50,24
70.76923076923077,macro_token,1993,50,25
79.67479674796748,macro_token,1993,50,26
73.45132743362832,macro_token,1993,50,27
76.47058823529412,macro_token,1993,50,28
65.78947368421052,macro_token,1993,50,29
83.64485981308411,macro_token,1993,50,30
80.70175438596492,macro_token,1993,50,31
77.66990291262135,macro_token,1993,50,32
80.18018018018019,macro_token,1993,50,33
75.71428571428571,macro_token,1993,50,34
78.72340425531915,macro_token,1993,50,35
88.31168831168831,macro_token,1993,50,36
75.79617834394904,macro_token,1993,50,37
86.01398601398601,macro_token,1993,50,38
80.70175438596492,macro_token,1993,50,39
83.33333333333333,macro_token,1993,50,40
72.97297297297297,macro_token,1993,50,41
70.58823529411765,macro_token,1993,50,42
72.91666666666667,macro_token,1993,50,43
73.97260273972603,macro_token,1993,50,44
91.42857142857143,macro_token,1993,50,45
76.37795275590551,macro_token,1993,50,46
79.64601769911505,macro_token,1993,50,47
73.91304347826087,macro_token,1993,50,48
77.88461538461539,macro_token,1993,50,49
87.27272727272727,macro_token,1993,50,50
80.50847457627118,macro_token,1994,50,1
83.07692307692308,macro_token,1994,50,2
75.34246575342466,macro_token,1994,50,3
81.25,macro_token,1994,50,4
75.0,macro_token,1994,50,5
78.33333333333333,macro_token,1994,50,6
75.65217391304348,macro_token,1994,50,7
80.45112781954887,macro_token,1994,50,8
68.65671641791045,macro_token,1994,50,9
78.98550724637681,macro_token,1994,50,10
70.0,macro_token,1994,50,11
71.55172413793103,macro_token,1994,50,12
82.67716535433071,macro_token,1994,50,13
82.57575757575758,macro_token,1994,50,14
72.41379310344827,macro_token,1994,50,15
71.42857142857143,macro_token,1994,50,16
79.36507936507937,macro_token,1994,50,17
83.01886792452831,macro_token,1994,50,18
81.65137614678899,macro_token,1994,50,19
67.32673267326733,macro_token,1994,50,20
81.25,macro_token,1994,50,21
80.0,macro_token,1994,50,22
73.5042735042735,macro_token,1994,50,23
66.27906976744185,macro_token,1994,50,24
73.84615384615384,macro_token,1994,50,25
68.29268292682927,macro_token,1994,50,26
79.64601769911505,macro_token,1994,50,27
81.37254901960785,macro_token,1994,50,28
66.66666666666667,macro_token,1994,50,29
78.03738317757009,macro_token,1994,50,30
78.94736842105263,macro_token,1994,50,31
69.90291262135922,macro_token,1994,50,32
81.08108108108108,macro_token,1994,50,33
74.28571428571429,macro_token,1994,50,34
78.72340425531915,macro_token,1994,50,35
86.36363636363636,macro_token,1994,50,36
69.4267515923567,macro_token,1994,50,37
88.1118881118881,macro_token,1994,50,38
81.57894736842105,macro_token,1994,50,39
78.98550724637681,macro_token,1994,50,40
72.97297297297297,macro_token,1994,50,41
67.6470588235294,macro_token,1994,50,42
75.0,macro_token,1994,50,43
68.4931506849315,macro_token,1994,50,44
89.52380952380952,macro_token,1994,50,45
70.86614173228347,macro_token,1994,50,46
76.10619469026548,macro_token,1994,50,47
67.82608695652173,macro_token,1994,50,48
77.88461538461539,macro_token,1994,50,49
83.63636363636364,macro_token,1994,50,50
86.44067796610169,macro_token,1995,50,1
83.07692307692308,macro_token,1995,50,2
73.97260273972603,macro_token,1995,50,3
78.97727272727273,macro_token,1995,50,4
79.6875,macro_token,1995,50,5
77.5,macro_token,1995,50,6
75.65217391304348,macro_token,1995,50,7
78.94736842105263,macro_token,1995,50,8
68.65671641791045,macro_token,1995,50,9
78.26086956521739,macro_token,1995,50,10
77.0,macro_token,1995,50,11
76.72413793103448,macro_token,1995,50,12
85.03937007874016,macro_token,1995,50,13
78.03030303030303,macro_token,1995,50,14
72.41379310344827,macro_token,1995,50,15
69.92481203007519,macro_token,1995,50,16
81.74603174603175,macro_token,1995,50,17
88.67924528301887,macro_token,1995,50,18
77.06422018348624,macro_token,1995,50,19
68.31683168316832,macro_token,1995,50,20
84.72222222222223,macro_token,1995,50,21
75.0,macro_token,1995,50,22
74.35897435897436,macro_token,1995,50,23
67.44186046511628,macro_token,1995,50,24
75.38461538461539,macro_token,1995,50,25
75.60975609756098,macro_token,1995,50,26
72.56637168141593,macro_token,1995,50,27
78.43137254901961,macro_token,1995,50,28
68.42105263157895,macro_token,1995,50,29
80.8411214953271,macro_token,1995,50,30
78.0701754385965,macro_token,1995,50,31
76.69902912621359,macro_token,1995,50,32
81.98198198198199,macro_token,1995,50,33
72.85714285714286,macro_token,1995,50,34
79.43262411347517,macro_token,1995,50,35
88.96103896103897,macro_token,1995,50,36
70.06369426751593,macro_token,1995,50,37
85.31468531468532,macro_token,1995,50,38
82.45614035087719,macro_token,1995,50,39
78.26086956521739,macro_token,1995,50,40
74.32432432432432,macro_token,1995,50,41
73.52941176470588,macro_token,1995,50,42
75.0,macro_token,1995,50,43
69.86301369863014,macro_token,1995,50,44
90.47619047619048,macro_token,1995,50,45
74.80314960629921,macro_token,1995,50,46
76.99115044247787,macro_token,1995,50,47
67.82608695652173,macro_token,1995,50,48
76.92307692307692,macro_token,1995,50,49
85.45454545454545,macro_token,1995,50,50
79.66101694915254,v6_final_cls_behavior_mlp,1993,50,1
82.3076923076923,v6_final_cls_behavior_mlp,1993,50,2
70.54794520547945,v6_final_cls_behavior_mlp,1993,50,3
82.38636363636364,v6_final_cls_behavior_mlp,1993,50,4
77.34375,v6_final_cls_behavior_mlp,1993,50,5
76.66666666666667,v6_final_cls_behavior_mlp,1993,50,6
81.73913043478261,v6_final_cls_behavior_mlp,1993,50,7
76.69172932330827,v6_final_cls_behavior_mlp,1993,50,8
76.86567164179104,v6_final_cls_behavior_mlp,1993,50,9
73.91304347826087,v6_final_cls_behavior_mlp,1993,50,10
76.0,v6_final_cls_behavior_mlp,1993,50,11
72.41379310344827,v6_final_cls_behavior_mlp,1993,50,12
77.95275590551181,v6_final_cls_behavior_mlp,1993,50,13
77.27272727272727,v6_final_cls_behavior_mlp,1993,50,14
72.41379310344827,v6_final_cls_behavior_mlp,1993,50,15
72.93233082706767,v6_final_cls_behavior_mlp,1993,50,16
81.74603174603175,v6_final_cls_behavior_mlp,1993,50,17
82.0754716981132,v6_final_cls_behavior_mlp,1993,50,18
74.31192660550458,v6_final_cls_behavior_mlp,1993,50,19
68.31683168316832,v6_final_cls_behavior_mlp,1993,50,20
83.33333333333333,v6_final_cls_behavior_mlp,1993,50,21
79.16666666666667,v6_final_cls_behavior_mlp,1993,50,22
70.08547008547009,v6_final_cls_behavior_mlp,1993,50,23
59.30232558139535,v6_final_cls_behavior_mlp,1993,50,24
63.07692307692308,v6_final_cls_behavior_mlp,1993,50,25
76.42276422764228,v6_final_cls_behavior_mlp,1993,50,26
73.45132743362832,v6_final_cls_behavior_mlp,1993,50,27
79.41176470588235,v6_final_cls_behavior_mlp,1993,50,28
72.80701754385964,v6_final_cls_behavior_mlp,1993,50,29
79.90654205607477,v6_final_cls_behavior_mlp,1993,50,30
77.19298245614036,v6_final_cls_behavior_mlp,1993,50,31
73.7864077669903,v6_final_cls_behavior_mlp,1993,50,32
80.18018018018019,v6_final_cls_behavior_mlp,1993,50,33
75.71428571428571,v6_final_cls_behavior_mlp,1993,50,34
75.177304964539,v6_final_cls_behavior_mlp,1993,50,35
83.11688311688312,v6_final_cls_behavior_mlp,1993,50,36
73.2484076433121,v6_final_cls_behavior_mlp,1993,50,37
83.21678321678321,v6_final_cls_behavior_mlp,1993,50,38
72.80701754385964,v6_final_cls_behavior_mlp,1993,50,39
73.91304347826087,v6_final_cls_behavior_mlp,1993,50,40
70.27027027027027,v6_final_cls_behavior_mlp,1993,50,41
66.91176470588235,v6_final_cls_behavior_mlp,1993,50,42
76.04166666666667,v6_final_cls_behavior_mlp,1993,50,43
61.64383561643836,v6_final_cls_behavior_mlp,1993,50,44
86.66666666666667,v6_final_cls_behavior_mlp,1993,50,45
70.86614173228347,v6_final_cls_behavior_mlp,1993,50,46
74.33628318584071,v6_final_cls_behavior_mlp,1993,50,47
66.08695652173913,v6_final_cls_behavior_mlp,1993,50,48
74.03846153846153,v6_final_cls_behavior_mlp,1993,50,49
80.0,v6_final_cls_behavior_mlp,1993,50,50
80.50847457627118,v6_final_cls_behavior_mlp,1994,50,1
82.3076923076923,v6_final_cls_behavior_mlp,1994,50,2
69.86301369863014,v6_final_cls_behavior_mlp,1994,50,3
81.25,v6_final_cls_behavior_mlp,1994,50,4
80.46875,v6_final_cls_behavior_mlp,1994,50,5
77.5,v6_final_cls_behavior_mlp,1994,50,6
80.0,v6_final_cls_behavior_mlp,1994,50,7
77.44360902255639,v6_final_cls_behavior_mlp,1994,50,8
76.86567164179104,v6_final_cls_behavior_mlp,1994,50,9
76.08695652173913,v6_final_cls_behavior_mlp,1994,50,10
73.0,v6_final_cls_behavior_mlp,1994,50,11
73.27586206896552,v6_final_cls_behavior_mlp,1994,50,12
78.74015748031496,v6_final_cls_behavior_mlp,1994,50,13
77.27272727272727,v6_final_cls_behavior_mlp,1994,50,14
75.86206896551724,v6_final_cls_behavior_mlp,1994,50,15
72.18045112781955,v6_final_cls_behavior_mlp,1994,50,16
81.74603174603175,v6_final_cls_behavior_mlp,1994,50,17
83.01886792452831,v6_final_cls_behavior_mlp,1994,50,18
74.31192660550458,v6_final_cls_behavior_mlp,1994,50,19
66.33663366336634,v6_final_cls_behavior_mlp,1994,50,20
84.02777777777777,v6_final_cls_behavior_mlp,1994,50,21
78.33333333333333,v6_final_cls_behavior_mlp,1994,50,22
72.64957264957265,v6_final_cls_behavior_mlp,1994,50,23
59.30232558139535,v6_final_cls_behavior_mlp,1994,50,24
64.61538461538461,v6_final_cls_behavior_mlp,1994,50,25
76.42276422764228,v6_final_cls_behavior_mlp,1994,50,26
75.22123893805309,v6_final_cls_behavior_mlp,1994,50,27
79.41176470588235,v6_final_cls_behavior_mlp,1994,50,28
71.9298245614035,v6_final_cls_behavior_mlp,1994,50,29
81.30841121495327,v6_final_cls_behavior_mlp,1994,50,30
80.70175438596492,v6_final_cls_behavior_mlp,1994,50,31
73.7864077669903,v6_final_cls_behavior_mlp,1994,50,32
80.18018018018019,v6_final_cls_behavior_mlp,1994,50,33
75.71428571428571,v6_final_cls_behavior_mlp,1994,50,34
74.46808510638297,v6_final_cls_behavior_mlp,1994,50,35
83.11688311688312,v6_final_cls_behavior_mlp,1994,50,36
73.2484076433121,v6_final_cls_behavior_mlp,1994,50,37
83.21678321678321,v6_final_cls_behavior_mlp,1994,50,38
74.56140350877193,v6_final_cls_behavior_mlp,1994,50,39
73.91304347826087,v6_final_cls_behavior_mlp,1994,50,40
68.91891891891892,v6_final_cls_behavior_mlp,1994,50,41
66.17647058823529,v6_final_cls_behavior_mlp,1994,50,42
76.04166666666667,v6_final_cls_behavior_mlp,1994,50,43
61.64383561643836,v6_final_cls_behavior_mlp,1994,50,44
86.66666666666667,v6_final_cls_behavior_mlp,1994,50,45
69.29133858267717,v6_final_cls_behavior_mlp,1994,50,46
72.56637168141593,v6_final_cls_behavior_mlp,1994,50,47
63.47826086956522,v6_final_cls_behavior_mlp,1994,50,48
70.1923076923077,v6_final_cls_behavior_mlp,1994,50,49
77.27272727272727,v6_final_cls_behavior_mlp,1994,50,50
82.20338983050847,v6_final_cls_behavior_mlp,1995,50,1
83.07692307692308,v6_final_cls_behavior_mlp,1995,50,2
73.97260273972603,v6_final_cls_behavior_mlp,1995,50,3
83.52272727272727,v6_final_cls_behavior_mlp,1995,50,4
78.90625,v6_final_cls_behavior_mlp,1995,50,5
76.66666666666667,v6_final_cls_behavior_mlp,1995,50,6
80.8695652173913,v6_final_cls_behavior_mlp,1995,50,7
77.44360902255639,v6_final_cls_behavior_mlp,1995,50,8
76.86567164179104,v6_final_cls_behavior_mlp,1995,50,9
73.18840579710145,v6_final_cls_behavior_mlp,1995,50,10
77.0,v6_final_cls_behavior_mlp,1995,50,11
74.13793103448276,v6_final_cls_behavior_mlp,1995,50,12
76.37795275590551,v6_final_cls_behavior_mlp,1995,50,13
79.54545454545455,v6_final_cls_behavior_mlp,1995,50,14
72.41379310344827,v6_final_cls_behavior_mlp,1995,50,15
73.6842105263158,v6_final_cls_behavior_mlp,1995,50,16
82.53968253968254,v6_final_cls_behavior_mlp,1995,50,17
81.13207547169812,v6_final_cls_behavior_mlp,1995,50,18
72.4770642201835,v6_final_cls_behavior_mlp,1995,50,19
69.3069306930693,v6_final_cls_behavior_mlp,1995,50,20
84.72222222222223,v6_final_cls_behavior_mlp,1995,50,21
79.16666666666667,v6_final_cls_behavior_mlp,1995,50,22
70.94017094017094,v6_final_cls_behavior_mlp,1995,50,23
63.95348837209303,v6_final_cls_behavior_mlp,1995,50,24
64.61538461538461,v6_final_cls_behavior_mlp,1995,50,25
78.86178861788618,v6_final_cls_behavior_mlp,1995,50,26
75.22123893805309,v6_final_cls_behavior_mlp,1995,50,27
80.3921568627451,v6_final_cls_behavior_mlp,1995,50,28
72.80701754385964,v6_final_cls_behavior_mlp,1995,50,29
78.50467289719626,v6_final_cls_behavior_mlp,1995,50,30
78.0701754385965,v6_final_cls_behavior_mlp,1995,50,31
72.81553398058253,v6_final_cls_behavior_mlp,1995,50,32
78.37837837837837,v6_final_cls_behavior_mlp,1995,50,33
74.28571428571429,v6_final_cls_behavior_mlp,1995,50,34
75.177304964539,v6_final_cls_behavior_mlp,1995,50,35
81.81818181818181,v6_final_cls_behavior_mlp,1995,50,36
69.4267515923567,v6_final_cls_behavior_mlp,1995,50,37
83.21678321678321,v6_final_cls_behavior_mlp,1995,50,38
71.05263157894737,v6_final_cls_behavior_mlp,1995,50,39
73.18840579710145,v6_final_cls_behavior_mlp,1995,50,40
68.91891891891892,v6_final_cls_behavior_mlp,1995,50,41
63.970588235294116,v6_final_cls_behavior_mlp,1995,50,42
73.95833333333333,v6_final_cls_behavior_mlp,1995,50,43
57.534246575342465,v6_final_cls_behavior_mlp,1995,50,44
86.66666666666667,v6_final_cls_behavior_mlp,1995,50,45
67.71653543307086,v6_final_cls_behavior_mlp,1995,50,46
74.33628318584071,v6_final_cls_behavior_mlp,1995,50,47
61.73913043478261,v6_final_cls_behavior_mlp,1995,50,48
74.03846153846153,v6_final_cls_behavior_mlp,1995,50,49
81.81818181818181,v6_final_cls_behavior_mlp,1995,50,50
