adapt_lora,condition,epoch,gradient_norm_mean,historical_capacity,image_presentations,lora_learning_rate,macro_learning_rate,optimizer_steps,train_objective_accuracy,train_objective_nll,validation_accuracy,validation_nll,wall_seconds
True,"Frontier LoRA adaptation (H=1,024)",18,2.794135873967951,1024,25038,0.0003813735911696674,2.288241547018004e-05,396,96.11790079079799,0.17475902768538892,56.77271236470974,1.972785454259305,476.7169303987175
True,"Frontier LoRA adaptation (H=1,024)",19,2.5032910975542935,1024,26429,0.00036711296365073994,2.2026777819044395e-05,418,96.83680805176132,0.14573036484543495,54.44408002623811,2.0837761968735906,503.2448821272701
True,"Frontier LoRA adaptation (H=1,024)",20,2.667871735312722,1024,27820,0.00035235020259247765,2.114101215554866e-05,440,95.97411933860532,0.15193820411056858,55.13283043620859,2.085652112100663,529.3258367031813
True,"Frontier LoRA adaptation (H=1,024)",21,2.5158215110952202,1024,29211,0.00033714998547310304,2.0228999128386183e-05,462,96.54924514737598,0.15845632364559653,55.526402099048866,2.0132828409376984,555.5910352636129
True,"Frontier LoRA adaptation (H=1,024)",22,2.4133312647992913,1024,30602,0.0003215789063198334,1.9294734379190003e-05,484,97.12437095614666,0.130179245809614,54.93604460478846,2.0410528911766987,582.109474003315
True,"Frontier LoRA adaptation (H=1,024)",23,2.5058624906973406,1024,31993,0.00030570518395222853,1.834231103713371e-05,506,96.69302659956865,0.14918330759559922,55.526402099048866,2.0284778498633647,608.2647939473391
True,"Frontier LoRA adaptation (H=1,024)",24,1.9598922594027086,1024,33384,0.00028959836310712235,1.737590178642734e-05,528,98.20273184759166,0.10072303375351095,56.64152181042965,1.9690069597093502,634.3100494351238
True,"Frontier LoRA adaptation (H=1,024)",25,2.0328929857774214,1024,34775,0.00027332900975454797,1.639974058527288e-05,550,97.48382458662833,0.11312727719052587,56.47753361757953,1.9902168841939083,660.0489264726639
True,"Frontier LoRA adaptation (H=1,024)",26,2.022030223499645,1024,36166,0.00025696840193951373,1.5418104116370822e-05,572,98.058950395399,0.10908720297919684,55.296818629058706,2.074492712574499,686.2314339913428
True,"Frontier LoRA adaptation (H=1,024)",27,2.2278073592619463,1024,37557,0.0002405882175040904,1.4435293050245423e-05,594,97.41193386053199,0.11329933398923456,55.98556903902919,2.0400699754354013,712.3122174907476
True,"Frontier LoRA adaptation (H=1,024)",28,2.297013358636336,1024,38948,0.00022426022005793888,1.3455613203476334e-05,616,97.12437095614666,0.11978981170955963,57.4286651361102,1.9664849105839965,738.5267316587269
True,"Frontier LoRA adaptation (H=1,024)",29,1.7785042822360992,1024,40339,0.00020805594457307924,1.2483356674384755e-05,638,98.27462257368799,0.08336556326306012,56.54312889471958,2.022054114862519,764.540285365656
True,"Frontier LoRA adaptation (H=1,024)",30,2.010859390551394,1024,41730,0.00019204638398034936,1.1522783038820961e-05,660,98.13084112149532,0.0932339183038126,57.29747458183011,1.993337701914466,790.4478673581034
True,"Frontier LoRA adaptation (H=1,024)",31,2.162426794117147,1024,43121,0.00017630167814061258,1.0578100688436756e-05,682,97.19626168224299,0.1160959383294704,57.33027222040013,1.9571614977022436,816.408688466996
True,"Frontier LoRA adaptation (H=1,024)",32,2.02370009097186,1024,44512,0.0001608908065533712,9.653448393202272e-06,704,98.13084112149532,0.094920983081409,56.11675959330928,2.0336552886112123,842.4430999830365
True,"Frontier LoRA adaptation (H=1,024)",33,1.8948640714992175,1024,45903,0.0001458812861490653,8.752877168943917e-06,726,98.13084112149532,0.0918973313228078,55.95277140045917,2.051207685361107,868.8228410314769
True,"Frontier LoRA adaptation (H=1,024)",34,1.9498008692806417,1024,47294,0.00013133887548906752,7.880332529344052e-06,748,97.91516894320633,0.08838083742335064,57.035093473269924,1.9808176477919566,894.7308536749333
True,"Frontier LoRA adaptation (H=1,024)",35,1.8377897305922075,1024,48685,0.00011732728666930999,7.039637200158599e-06,770,98.20273184759166,0.07702215792548305,57.06789111183995,1.981939216331014,920.5796219334006
True,"Frontier LoRA adaptation (H=1,024)",36,1.5113893645730885,1024,50076,0.00010390790618972823,6.234474371383694e-06,792,98.705966930266,0.06467694853982164,56.64152181042965,2.023433183599355,947.0804020594805
True,"Frontier LoRA adaptation (H=1,024)",37,1.9980237483978271,1024,51467,9.11395260124289e-05,5.468371560745734e-06,814,98.058950395399,0.10067959940750594,56.87110528041981,1.978258770385622,973.3067258559167
True,"Frontier LoRA adaptation (H=1,024)",38,1.9158199592070146,1024,52858,7.907808598684777e-05,4.744685159210867e-06,836,98.34651329978433,0.09081771286334347,57.0022958346999,1.9780139141139064,999.4781908411533
True,"Frontier LoRA adaptation (H=1,024)",39,1.725319130854173,1024,54249,6.777642877036494e-05,4.066585726221897e-06,858,98.34651329978433,0.07780897617340088,57.23187930469006,1.966078906185942,1025.5060057435185
True,"Frontier LoRA adaptation (H=1,024)",40,1.6404090767556971,1024,55640,5.7284068318101185e-05,3.437044099086071e-06,880,98.49029475197699,0.07081439467662534,57.52705805182027,1.9623506995801967,1051.4609925355762
True,"Frontier LoRA adaptation (H=1,024)",41,1.8851077231493862,1024,57031,4.7646972956169615e-05,2.858818377370177e-06,902,98.058950395399,0.09312569803680815,57.36306985897016,1.9708864781926132,1077.5037310756743
True,"Frontier LoRA adaptation (H=1,024)",42,1.6496262448755177,1024,58422,3.890736398876508e-05,2.3344418393259047e-06,924,98.34651329978433,0.08394155649724065,56.87110528041981,1.9867730445649123,1103.5357618778944
True,"Frontier LoRA adaptation (H=1,024)",43,1.6940891471776096,1024,59813,3.110353072142021e-05,1.8662118432852126e-06,946,98.20273184759166,0.07202736410967829,57.06789111183995,1.9780901655207779,1129.36168015562
True,"Frontier LoRA adaptation (H=1,024)",44,1.6809273931113156,1024,61204,2.4269662710831545e-05,1.4561797626498926e-06,968,98.27462257368799,0.071217184783228,57.133486388979996,1.9834561871872374,1155.4047170355916
True,"Frontier LoRA adaptation (H=1,024)",45,1.5514908338134938,1024,62595,1.8435699976192516e-05,1.106141998571551e-06,990,98.56218547807333,0.06389954568326774,57.19908166612004,1.9752313445614533,1181.1396210677922
True,"Frontier LoRA adaptation (H=1,024)",46,1.7470340464602818,1024,63986,1.3627201828273656e-05,8.176321096964194e-07,1012,98.13084112149532,0.0800178615760666,57.264676943260085,1.9727068031839012,1206.9060183390975
True,"Frontier LoRA adaptation (H=1,024)",47,1.4090111221779476,1024,65377,9.865234890927895e-06,5.919140934556736e-07,1034,98.99352983465133,0.054275370518309364,57.06789111183995,1.9712917319122945,1232.8089454751462
True,"Frontier LoRA adaptation (H=1,024)",48,1.589393752542409,1024,66768,7.166280805611358e-06,4.2997684833668145e-07,1056,98.63407620416966,0.0648919192258614,57.16628402755001,1.9679381613576556,1258.7734306268394
True,"Frontier LoRA adaptation (H=1,024)",49,1.664622806689956,1024,68159,5.542164023277864e-06,3.325298413966718e-07,1078,98.56218547807333,0.07320178969141222,57.264676943260085,1.9667040235920397,1284.9933036491275
True,"Frontier LoRA adaptation (H=1,024)",50,1.529437466101213,1024,69550,5e-06,3.0000000000000004e-07,1100,98.99352983465133,0.055076534331573335,57.33027222040013,1.9662240273290166,1311.2423525433987
True,"Frontier LoRA adaptation (H=2,048)",1,10.87726768694426,2048,2415,0.0002,1.2e-05,38,3.1884057971014492,5.302709708203934,3.0173827484421123,5.1744309097245,36.27795312739909
True,"Frontier LoRA adaptation (H=2,048)",2,9.653034461172004,2048,4830,0.0004,2.4e-05,76,20.74534161490683,3.9508857932396806,31.223351918661855,3.2799197528822845,72.54196206294
True,"Frontier LoRA adaptation (H=2,048)",3,8.84113483679922,2048,7245,0.0004998784146258861,2.9992704877553167e-05,114,55.6935817805383,2.0236150074202577,57.19908166612004,1.9109221371168699,108.68535511940718
True,"Frontier LoRA adaptation (H=2,048)",4,6.95633444033171,2048,9660,0.0004988240097601315,2.9929440585607895e-05,152,75.3623188405797,1.1298551745049454,64.67694326008528,1.528612023613499,145.01579117961228
True,"Frontier LoRA adaptation (H=2,048)",5,5.645299246436672,2048,12075,0.0004966912986410193,2.980147791846116e-05,190,84.88612836438924,0.7280600474734731,67.72712364709741,1.3816524854680678,181.3221914358437
True,"Frontier LoRA adaptation (H=2,048)",6,5.102553041357743,2048,14490,0.0004934896174097503,2.960937704458502e-05,228,87.28778467908903,0.6081661714036519,67.89111183994753,1.3911049111861407,217.69034245982766
True,"Frontier LoRA adaptation (H=2,048)",7,4.656049835054498,2048,16905,0.0004892329817235735,2.9353978903414408e-05,266,89.23395445134575,0.5082326458601231,67.75992128566743,1.375014959768844,253.91580999083817
True,"Frontier LoRA adaptation (H=2,048)",8,4.188393197561565,2048,19320,0.0004839400254009424,2.9036401524056545e-05,304,91.75983436853002,0.405674101551127,69.36700557559855,1.3120297525467814,290.31139688938856
True,"Frontier LoRA adaptation (H=2,048)",9,4.136291761147349,2048,21735,0.00047763391885024333,2.86580351310146e-05,342,91.46997929606626,0.40313468522413426,69.89176779271892,1.3026229130240417,326.3581478558481
True,"Frontier LoRA adaptation (H=2,048)",10,4.009486769375048,2048,24150,0.00047034226763917775,2.8220536058350667e-05,380,91.92546583850931,0.36728047712495854,69.36700557559855,1.2788211000516947,362.25696237944067
True,"Frontier LoRA adaptation (H=2,048)",11,3.678925087577418,2048,26565,0.00046209699164882366,2.772581949892942e-05,418,93.41614906832298,0.3237426651190527,69.53099376844867,1.3192843396220297,398.0339453443885
True,"Frontier LoRA adaptation (H=2,048)",12,3.7162747634084603,2048,28980,0.00045293418534138845,2.717605112048331e-05,456,92.7536231884058,0.3314320629427892,69.82617251557888,1.2865414129940944,433.8856443911791
True,"Frontier LoRA adaptation (H=2,048)",13,3.470069922898945,2048,31395,0.000442893959753345,2.65736375852007e-05,494,93.70600414078675,0.2999415577321813,69.3014102984585,1.3096158636636757,469.9816179946065
True,"Frontier LoRA adaptation (H=2,048)",14,3.196646097459291,2048,33810,0.0004320202669056401,2.5921216014338407e-05,532,94.57556935817806,0.2376333086633781,69.82617251557888,1.2788582723935966,505.897314414382
True,"Frontier LoRA adaptation (H=2,048)",15,3.20072897484428,2048,36225,0.000420360707399637,2.522164244397822e-05,570,94.86542443064182,0.2514628613710897,70.05575598556904,1.2873141100149383,542.3046619240195
True,"Frontier LoRA adaptation (H=2,048)",16,3.257132944307829,2048,38640,0.00040796632204105734,2.4477979322463438e-05,608,94.78260869565217,0.24580369854565734,70.02295834699902,1.2866376537149091,578.2652800157666
True,"Frontier LoRA adaptation (H=2,048)",17,3.1636526866963037,2048,41055,0.0003948913684041086,2.3693482104246517e-05,646,95.23809523809524,0.21984029339460606,69.3014102984585,1.3178383979534627,614.1505575012416
True,"Frontier LoRA adaptation (H=2,048)",18,3.1996791582358513,2048,43470,0.0003811930833139092,2.2871584998834552e-05,684,94.69979296066252,0.23980446513395132,69.89176779271892,1.3044354534806013,650.4225165098906
True,"Frontier LoRA adaptation (H=2,048)",19,2.979151594011407,2048,45885,0.0003669314322869648,2.201588593721789e-05,722,95.61076604554866,0.219581050951782,70.05575598556904,1.274965373208461,686.6033841390163
True,"Frontier LoRA adaptation (H=2,048)",20,3.049046980707269,2048,48300,0.0003521688470265454,2.1130130821592724e-05,760,95.19668737060042,0.2102564963741579,69.95736306985897,1.3147929971356516,722.725438946858
True,"Frontier LoRA adaptation (H=2,048)",21,2.9311594335656417,2048,50715,0.00033696995212209905,2.0218197127325946e-05,798,95.32091097308489,0.21601184841021742,69.99016070842899,1.274760636942392,758.6935286652297
True,"Frontier LoRA adaptation (H=2,048)",22,2.8912112367780587,2048,53130,0.0003214012821491048,1.9284076928946286e-05,836,95.77639751552795,0.1896274649578592,70.18694653984913,1.2842959450596314,795.0735845956951
True,"Frontier LoRA adaptation (H=2,048)",23,2.7405820928121867,2048,55545,0.0003055309904077815,1.833185942446689e-05,874,95.98343685300208,0.18255728826266143,70.51492292554936,1.2752485791359935,831.3534583896399
True,"Frontier LoRA adaptation (H=2,048)",24,2.4380820926867033,2048,57960,0.00028942855057568064,1.736571303454084e-05,912,96.77018633540372,0.15442096145503517,71.23647097408987,1.2614288255010289,867.6424325108528
True,"Frontier LoRA adaptation (H=2,048)",25,2.462026429803748,2048,60375,0.00027316445258020395,1.6389867154812236e-05,950,97.01863354037268,0.15466709067856055,71.5644473597901,1.256514111672436,903.9491471592337
True,"Frontier LoRA adaptation (H=2,048)",26,2.4329737095456374,2048,62790,0.00025680989402239256,1.5408593641343553e-05,988,96.60455486542443,0.15538143134265212,70.44932764840931,1.3140942944820375,940.4261097554117
True,"Frontier LoRA adaptation (H=2,048)",27,2.463317152700926,2048,65205,0.0002404364685028092,1.4426188110168552e-05,1026,97.10144927536231,0.14292026217679799,70.5805182026894,1.2699443295417203,976.8434171713889
True,"Frontier LoRA adaptation (H=2,048)",28,2.7225208753033687,2048,67620,0.0002241158522138959,1.3446951132833754e-05,1064,96.43892339544513,0.16522076880216105,70.21974417841915,1.293549715006457,1013.4262589272112
True,"Frontier LoRA adaptation (H=2,048)",29,2.3930293588261855,2048,70035,0.00020791949017077779,1.2475169410246668e-05,1102,96.93581780538302,0.13772241506517305,69.72777959986881,1.326252327703499,1049.3792488239706
True,"Frontier LoRA adaptation (H=2,048)",30,2.572435382165407,2048,72450,0.00019191828345406714,1.1515097007244028e-05,1140,96.60455486542443,0.15188729264474557,69.59658904558871,1.2984315341087433,1085.7091725505888
True,"Frontier LoRA adaptation (H=2,048)",31,2.4879765149794126,2048,74865,0.00017618227883379133,1.0570936730027481e-05,1178,97.22567287784679,0.14482420719928624,69.66218432272876,1.285756533714387,1121.772361971438
True,"Frontier LoRA adaptation (H=2,048)",32,2.4528130512488517,2048,77280,0.00016078036213314497,9.646821727988697e-06,1216,97.10144927536231,0.13271699899472064,70.25254181698918,1.2864746989559526,1157.8254697974771
True,"Frontier LoRA adaptation (H=2,048)",33,2.138685201343737,2048,79695,0.00014577995667439426,8.746797400463655e-06,1254,97.59834368530021,0.11251679572506228,69.76057723843883,1.2862017410393425,1194.1602197550237
True,"Frontier LoRA adaptation (H=2,048)",34,2.0798693914946758,2048,82110,0.00013124672812701616,7.87480368762097e-06,1292,97.7639751552795,0.10760224373937888,70.5805182026894,1.27014403626269,1230.5067401714623
True,"Frontier LoRA adaptation (H=2,048)",35,2.204059642396475,2048,84525,0.00011724429705012425,7.034657823007455e-06,1330,97.51552795031056,0.11270553700425363,70.7117087569695,1.2721725756631752,1266.4960005711764
True,"Frontier LoRA adaptation (H=2,048)",36,1.914359842476092,2048,86940,0.00010383396038755765,6.23003762325346e-06,1368,98.01242236024845,0.0929853323823917,69.79337487700886,1.2851989235632457,1302.4840068947524
True,"Frontier LoRA adaptation (H=2,048)",37,2.2919509646139646,2048,89355,9.107442313480947e-05,5.4644653880885685e-06,1406,97.22567287784679,0.12504349598973435,70.7117087569695,1.2592287698547424,1338.6986422538757
True,"Frontier LoRA adaptation (H=2,048)",38,2.106951398284812,2048,91770,7.902154135245231e-05,4.741292481147139e-06,1444,97.9296066252588,0.11089527281174749,70.64611347982945,1.2663142315948075,1374.764206269756
True,"Frontier LoRA adaptation (H=2,048)",39,2.0488557713596443,2048,94185,6.772807765103923e-05,4.0636846590623544e-06,1482,97.63975155279503,0.10082965489500058,70.77730403410955,1.26256658116807,1410.721856314689
True,"Frontier LoRA adaptation (H=2,048)",40,2.041546743167074,2048,96600,5.724347021787164e-05,3.4346082130722982e-06,1520,97.7639751552795,0.09800511670161972,70.44932764840931,1.264715588182729,1446.6271023917943
True,"Frontier LoRA adaptation (H=2,048)",41,2.034057227012358,2048,99015,4.76136163967373e-05,2.856816983804238e-06,1558,97.97101449275362,0.1038611360218214,70.64611347982945,1.2746274027913544,1482.554545974359
True,"Frontier LoRA adaptation (H=2,048)",42,1.919578958498804,2048,101430,3.8880671768021507e-05,2.3328403060812904e-06,1596,97.88819875776397,0.09515084845185527,70.38373237126928,1.2660539000884319,1518.7143477126956
True,"Frontier LoRA adaptation (H=2,048)",43,2.1177263244202265,2048,103845,3.108286560873449e-05,1.8649719365240692e-06,1634,97.72256728778468,0.10819407605236361,70.38373237126928,1.2628337363408566,1554.6908867042512
True,"Frontier LoRA adaptation (H=2,048)",44,2.036074288973683,2048,106260,2.4254333540296902e-05,1.455260012417814e-06,1672,97.68115942028986,0.10093082700456892,70.31813709412923,1.2628052668635592,1591.1560004930943
True,"Frontier LoRA adaptation (H=2,048)",45,2.1163654186223684,2048,108675,1.842496809668405e-05,1.105498085801043e-06,1710,97.72256728778468,0.09800934653351272,70.15414890127911,1.2600763945862596,1627.4079997148365
True,"Frontier LoRA adaptation (H=2,048)",46,1.91950282611345,2048,111090,1.3620287867078738e-05,8.172172720247242e-07,1748,98.30227743271222,0.08680635322942003,70.2853394555592,1.2623732877426672,1663.4240535069257
True,"Frontier LoRA adaptation (H=2,048)",47,1.8044084051721974,2048,113505,9.861325785875071e-06,5.916795471525043e-07,1786,98.30227743271222,0.0796576093689502,70.51492292554936,1.2605861414843367,1699.4919430874288
True,"Frontier LoRA adaptation (H=2,048)",48,1.5992430444610746,2048,115920,7.164537059052543e-06,4.2987222354315256e-07,1824,98.55072463768116,0.07888172388570402,70.54772056411939,1.2580916359996202,1735.680972771719
True,"Frontier LoRA adaptation (H=2,048)",49,1.9429660678694123,2048,118335,5.541727129982058e-06,3.3250362779892346e-07,1862,97.97101449275362,0.09612245569564788,70.74450639553952,1.2575414563132412,1771.88701162301
True,"Frontier LoRA adaptation (H=2,048)",50,1.6834517505608106,2048,120750,5e-06,3.0000000000000004e-07,1900,98.4679089026915,0.07303036034230613,70.67891111839947,1.2572364244120127,1808.0430917087942
True,"Frontier LoRA adaptation (H=4,096)",1,10.564945411682128,4096,4463,0.0002,1.2e-05,70,2.845619538427067,5.267905031649115,7.117087569694982,4.5518061762053135,55.91128153540194
True,"Frontier LoRA adaptation (H=4,096)",2,9.550816944667272,4096,8926,0.0004,2.4e-05,140,34.84203450593771,3.107273636018111,61.29878648737291,1.7217576754761743,112.33864942006767
True,"Frontier LoRA adaptation (H=4,096)",3,7.83224435533796,4096,13389,0.0004998722257368333,2.9992333544209993e-05,210,67.15213981626708,1.4887495808021225,73.1387340111512,1.134367858045959,168.70808372087777
True,"Frontier LoRA adaptation (H=4,096)",4,6.619407967158726,4096,17852,0.0004988053521330485,2.992832112798291e-05,280,75.98028232130854,1.0460350340907947,77.20564119383404,0.9562133934193652,225.40139346383512
True,"Frontier LoRA adaptation (H=4,096)",5,5.737569073268346,4096,22315,0.0004966607999997861,2.9799647999987172e-05,350,82.00761819403988,0.7724116178149737,77.79599868809446,0.9259767304017295,282.05647299066186
True,"Frontier LoRA adaptation (H=4,096)",6,5.23924070085798,4096,26778,0.0004934479525590076,2.960687715354046e-05,420,86.01837329150796,0.6425515054561299,78.35355854378484,0.8949546301001289,338.98287124186754
True,"Frontier LoRA adaptation (H=4,096)",7,4.819929347719465,4096,31241,0.0004891808672263372,2.9350852033580227e-05,490,87.45238628725073,0.5665968023766431,78.8455231223352,0.8767576508539237,395.57725346647203
True,"Frontier LoRA adaptation (H=4,096)",8,4.536482875687735,4096,35704,0.0004838782141045827,2.903269284627496e-05,560,89.15527671969527,0.4856479652468036,78.41915382092489,0.8854246993423016,452.1102129165083
True,"Frontier LoRA adaptation (H=4,096)",9,4.319622434888568,4096,40167,0.00047756319429501575,2.8653791657700947e-05,630,89.78265740533274,0.4560904756084889,78.97671367661529,0.8700689764326226,509.1101249884814
True,"Frontier LoRA adaptation (H=4,096)",10,4.188655917985098,4096,44630,0.0004702634383838299,2.8215806303029792e-05,700,90.43244454402868,0.4282091214681938,79.0095113151853,0.8605782423460433,566.715100042522
True,"Frontier LoRA adaptation (H=4,096)",11,4.1374681302479335,4096,49093,0.00046201088554793604,2.772065313287616e-05,770,90.54447680932108,0.43407711564973683,79.82945227943588,0.8511154134768507,624.6688580475748
True,"Frontier LoRA adaptation (H=4,096)",12,4.120511947359358,4096,53556,0.00045284164380905435,2.717049862854326e-05,840,90.74613488684741,0.4202241916814621,80.12463102656609,0.8359805576603465,681.3636492714286
True,"Frontier LoRA adaptation (H=4,096)",13,3.994767325265067,4096,58019,0.00044279583204754214,2.656774992285253e-05,910,91.28388976025096,0.39151135864958697,79.04230895375532,0.8401224293369433,737.6710404437035
True,"Frontier LoRA adaptation (H=4,096)",14,3.7279904433659143,4096,62482,0.00043191740446720715,2.591504426803243e-05,980,92.26977369482411,0.32750517547918545,79.8622499180059,0.836676639195308,793.770508652553
True,"Frontier LoRA adaptation (H=4,096)",15,3.494749810014452,4096,66945,0.0004202539582791381,2.5215237496748286e-05,1050,93.05399955187094,0.2979197242509456,79.66546408658577,0.8695181161311855,849.9883970003575
True,"Frontier LoRA adaptation (H=4,096)",16,3.559226427759443,4096,71408,0.00040785652544600946,2.447139152676057e-05,1120,93.07640600492942,0.30653252848429235,78.25516562807478,0.8975187334790704,906.1943112462759
True,"Frontier LoRA adaptation (H=4,096)",17,3.3838781918798175,4096,75871,0.0003947793493980565,2.368676096388339e-05,1190,93.70378669056689,0.28807400374996966,78.61593965234503,0.8706020494100108,962.8389970436692
True,"Frontier LoRA adaptation (H=4,096)",18,3.4568761791501728,4096,80334,0.0003810796476976705,2.286477886186023e-05,1260,93.6813802375084,0.2882342823626027,78.7143325680551,0.8764374577518211,1019.3346175272018
True,"Frontier LoRA adaptation (H=4,096)",19,3.4009936111313954,4096,84797,0.00036681736169105023,2.2009041701463015e-05,1330,93.77100604974233,0.28050170168063576,79.07510659232535,0.8624339768361873,1076.1525408029556
True,"Frontier LoRA adaptation (H=4,096)",20,3.418526417868478,4096,89260,0.0003520548942422725,2.112329365453635e-05,1400,93.70378669056689,0.27606449355839774,78.87832076090521,0.8850360343635336,1132.543024411425
True,"Frontier LoRA adaptation (H=4,096)",21,3.1688355258532934,4096,93723,0.0003368568366972985,2.021141020183791e-05,1470,94.5104190006722,0.2556979880054088,79.30469006231552,0.8603761246963656,1189.1646798960865
True,"Frontier LoRA adaptation (H=4,096)",22,3.1308281779289246,4096,98186,0.00032128968627254725,1.9277381176352833e-05,1540,94.60004481290612,0.22975527393478679,80.22302394227616,0.8605678204279643,1245.2983100526035
True,"Frontier LoRA adaptation (H=4,096)",23,3.0692087633269174,4096,102649,0.00030542155510457044,1.8325293306274225e-05,1610,94.77929643737396,0.22639942340137123,79.76385700229584,0.8610471936279377,1301.395393807441
True,"Frontier LoRA adaptation (H=4,096)",24,3.061901160648891,4096,107112,0.000289321872233844,1.735931233403064e-05,1680,94.98095451490029,0.22366455871108507,80.05903574942604,0.8530709318897302,1357.9166570231318
True,"Frontier LoRA adaptation (H=4,096)",25,2.9437331054891858,4096,111575,0.0002730610798266095,1.6383664789596573e-05,1750,95.02576742101725,0.21872515451900099,79.46867825516563,0.8766366427513215,1413.6717051193118
True,"Frontier LoRA adaptation (H=4,096)",26,2.906529084273747,4096,116038,0.0002567103249639104,1.5402619497834625e-05,1820,95.42908357606991,0.21083187581497592,79.63266644801574,0.8569122763609018,1469.8359937835485
True,"Frontier LoRA adaptation (H=4,096)",27,2.9387361560549055,4096,120501,0.00024034114834635919,1.4420468900781551e-05,1890,95.33945776383598,0.20057175802110744,79.66546408658577,0.8582882691931044,1526.0371051151305
True,"Frontier LoRA adaptation (H=4,096)",28,2.7039216403450284,4096,124964,0.00022402517127667306,1.3441510276600383e-05,1960,95.80999327806408,0.1808128223380726,79.89504755657593,0.8583040284344157,1582.14314529486
True,"Frontier LoRA adaptation (H=4,096)",29,2.6918691899095264,4096,129427,0.00020783378228954346,1.2470026937372608e-05,2030,96.01165135559042,0.1808825993041086,79.40308297802558,0.867195841287855,1638.1749695111066
True,"Frontier LoRA adaptation (H=4,096)",30,2.7490692953978266,4096,133890,0.00019183782479995423,1.1510269487997254e-05,2100,96.10127716782434,0.17998337280902524,80.02623811085601,0.8578757464045108,1694.1764629315585
True,"Frontier LoRA adaptation (H=4,096)",31,2.7537809014320374,4096,138353,0.00017610728713660236,1.0566437228196142e-05,2170,96.0340578086489,0.1775782105101616,79.20629714660545,0.8612321420120935,1750.414210818708
